name,memory_gb,tdp_w,price
ASUS Prime RTX4070-O12G GeForce RTX 4070,12,220,289.99
ASUS Prime RTX4070S-12G GeForce RTX 4070 Super (12GB),12,220,116.01
ASUS Prime RTX4070S-O12G GeForce RTX 4070 Super (12GB),12,220,289.99
ASUS Prime RTX4070TIS-O16G GeForce RTX 4070 Ti Super (16GB),16,285,289.99
ASUS Prime RTX5050-8G GeForce RTX 5050 (8GB),8,130,612.98
ASUS Prime RTX5050-O8G GeForce RTX 5050 (8GB),8,130,289.99
ASUS Prime RTX5060-8G GeForce RTX 5060 (8GB),8,145,612.98
ASUS Prime RTX5060-O8G GeForce RTX 5060 (8GB),8,145,289.99
ASUS Prime RTX5060TI-8G GeForce RTX 5060 Ti (8GB),8,180,612.98
ASUS Prime RTX5060TI-O8G GeForce RTX 5060 Ti (8GB),8,180,289.99
ASUS Prime RX9060XT-O8G Radeon RX 9060 XT (8GB),8,151,289.99
ASUS ProArt RTX4060-O8G GeForce RTX 4060 (8GB),8,115,720.0
ASUS ProArt RTX4060TI-16G GeForce RTX 4060 Ti (16GB),16,175,239.0
ASUS ProArt RTX4070-12G GeForce RTX 4070,12,220,110.38
ASUS ProArt RTX4070S-12G GeForce RTX 4070 Super (12GB),12,220,110.38
ASUS ProArt RTX4070TI-12G GeForce RTX 4070 Ti,12,285,239.0
ASUS ProArt RTX4070TIS-16G GeForce RTX 4070 Ti Super (16GB),16,285,NULL
ASUS ProArt RTX4080-O16G GeForce RTX 4080,16,320,720.0
ASUS ProArt RTX4080S-16G GeForce RTX 4080 Super (16GB),16,340,NULL
ASUS ProArt-RTX4070-O12G GeForce RTX 4070,12,220,720.0
ASUS PROART-RTX4070TI-O12G GeForce RTX 4070 Ti,12,285,720.0
ASUS PROART-RTX4080-16G GeForce RTX 4080,16,320,NULL
Asus R9 270 DirectCU II Radeon R9 270,2,150,269.0
Asus R9 270X DirectCU II Radeon R9 270X,2,180,NULL
ASUS Radeon RX 460 Dual O2G Radeon RX 460 (2GB),2,75,700.0
ASUS Radeon RX 460 STRIX O4G Gaming Radeon RX 460 (4GB),4,75,700.0
ASUS Radeon RX 480 Dual O4G Radeon RX 480,4,150,700.0
ASUS Radeon RX 550 4G Radeon RX 550,4,50,700.0
ASUS Radeon RX 5500 XT Dual O8G Evo Radeon RX 5500 XT (8GB),8,130,700.0
ASUS Radeon RX 5500 XT ROG Strix Radeon RX 5500 XT (8GB),8,130,700.0
ASUS Radeon RX 560 2G Radeon RX 560,2,80,700.0
ASUS Radeon RX 560 4G EVO Radeon RX 560,4,80,700.0
ASUS Radeon RX 560 O2G Radeon RX 560,2,80,700.0
ASUS Radeon RX 560 O4G EVO Radeon RX 560,4,80,700.0
ASUS Radeon RX 560 STRIX 4G Gaming Radeon RX 560,4,80,700.0
ASUS Radeon RX 560 STRIX O4G Gaming Radeon RX 560,4,80,700.0
ASUS Radeon RX 5600 XT ROG Strix Radeon RX 5600 XT (6GB),6,160,700.0
ASUS Radeon RX 5600 XT TUF O6G Evo Radeon RX 5600 XT (6GB),6,160,700.0
ASUS Radeon RX 570 Expedition 4G Radeon RX 570 (4GB),4,120,700.0
ASUS Radeon RX 570 Expedition O4G Radeon RX 570 (4GB),4,120,700.0
ASUS Radeon RX 570 STRIX 4G Gaming Radeon RX 570 (4GB),4,120,700.0
ASUS Radeon RX 570 STRIX O4G Gaming Radeon RX 570 (4GB),4,120,700.0
ASUS Radeon RX 5700 Radeon RX 5700,8,180,700.0
ASUS Radeon RX 5700 Dual O8G Evo Radeon RX 5700,8,180,700.0
ASUS Radeon RX 5700 ROG Strix Radeon RX 5700,8,180,700.0
ASUS Radeon RX 5700 TUF Radeon RX 5700,8,180,700.0
ASUS Radeon RX 5700 XT Radeon RX 5700 XT,8,225,700.0
ASUS Radeon RX 5700 XT Dual OC Evo Radeon RX 5700 XT,8,225,700.0
ASUS Radeon RX 5700 XT ROG Strix Radeon RX 5700 XT,8,225,700.0
ASUS Radeon RX 5700 XT TUF Radeon RX 5700 XT,8,225,700.0
ASUS Radeon RX 580 Dual O4G Radeon RX 580 (4GB),4,185,700.0
ASUS Radeon RX 580 Dual O8G Radeon RX 580 (8GB),8,185,700.0
ASUS Radeon RX 580 STRIX 8G Gaming Radeon RX 580 (8GB),8,185,700.0
ASUS Radeon RX 580 STRIX O8G Gaming Radeon RX 580 (8GB),8,185,700.0
ASUS Radeon RX 580 STRIX T8G Gaming Radeon RX 580 (8GB),8,185,700.0
ASUS Radeon RX 590 ROG STRIX 8G Gaming Radeon RX 590,8,225,700.0
ASUS Radeon RX 6400 Dual Radeon RX 6400,4,53,700.0
ASUS Radeon RX 6400 Phoenix Radeon RX 6400,4,53,700.0
ASUS Radeon RX 6500 XT Dual Radeon RX 6500 XT (4GB),4,107,700.0
ASUS Radeon RX 6500 XT TUF Radeon RX 6500 XT (4GB),4,107,700.0
ASUS Radeon RX 6600 Dual Radeon RX 6600,8,132,700.0
ASUS Radeon RX 6600 XT Dual OC Radeon RX 6600 XT,8,160,700.0
ASUS Radeon RX 6600 XT ROG Strix OC Radeon RX 6600 XT,8,160,700.0
ASUS Radeon RX 6650 XT Dual Radeon RX 6650 XT,8,180,700.0
ASUS Radeon RX 6700 XT Dual Radeon RX 6700 XT,12,230,700.0
ASUS Radeon RX 6700 XT Dual (rev2) Radeon RX 6700 XT,12,230,700.0
ASUS Radeon RX 6700 XT ROG Strix O12G Radeon RX 6700 XT,12,230,700.0
ASUS Radeon RX 6700 XT TUF O12G Radeon RX 6700 XT,12,230,700.0
ASUS Radeon RX 6750 XT Dual Radeon RX 6750 XT,12,250,700.0
ASUS Radeon RX 6750 XT ROG Strix Radeon RX 6750 XT,12,250,700.0
ASUS Radeon RX 6800 Radeon RX 6800,16,250,700.0
ASUS Radeon RX 6800 ROG Strix Radeon RX 6800,16,250,700.0
ASUS Radeon RX 6800 TUF Radeon RX 6800,16,250,700.0
ASUS Radeon RX 6800 XT TUF Radeon RX 6800 XT,16,300,700.0
ASUS Radeon RX 6900 XT ROG Strix LC Radeon RX 6900 XT,16,300,700.0
ASUS Radeon RX 6900 XT ROG Strix Top Edition Radeon RX 6900 XT,16,300,700.0
ASUS Radeon RX 6900 XT TUF Gaming Top Radeon RX 6900 XT,16,300,700.0
ASUS Radeon RX 6900 XT TUF OC Radeon RX 6900 XT,16,300,700.0
ASUS Radeon RX 7600 Dual Radeon RX 7600,8,165,700.0
ASUS Radeon RX 7600 Dual O8G V2 Radeon RX 7600,8,165,700.0
ASUS Radeon RX 7600 ROG Strix Radeon RX 7600,8,165,700.0
ASUS Radeon RX 7600 XT Dual Radeon RX 7600 XT (16GB),16,190,700.0
ASUS Radeon RX 7600 XT TUF Radeon RX 7600 XT (16GB),16,190,700.0
ASUS Radeon RX 7700 XT Dual Radeon RX 7700 XT,12,245,700.0
ASUS Radeon RX 7700 XT TUF Radeon RX 7700 XT,12,245,700.0
ASUS Radeon RX 7800 XT Dual Radeon RX 7800 XT,16,263,700.0
ASUS Radeon RX 7800 XT OG OC Edition Radeon RX 7800 XT,16,263,700.0
ASUS Radeon RX 7800 XT TUF Radeon RX 7800 XT,16,263,700.0
ASUS Radeon RX 7800 XT TUF O16G White Radeon RX 7800 XT,16,263,700.0
ASUS Radeon RX 7900 GRE Dual Radeon RX 7900 GRE,16,275,700.0
ASUS Radeon RX 7900 GRE TUF Radeon RX 7900 GRE,16,275,700.0
ASUS Radeon RX 7900 XT TUF Radeon RX 7900 XT,20,320,700.0
ASUS Radeon RX 7900 XTX TUF Radeon RX 7900 XTX,24,355,700.0
ASUS Radeon RX Vega 56 STRIX O8G Gaming Radeon RX Vega 56,8,250,659.0
ASUS Radeon VII Radeon VII,16,300,NULL
ASUS ROG Astral  RTX5080-16G-WHITE GeForce RTX 5080 (16GB),16,360,3412.98
ASUS ROG Astral  RTX5080-O16G-WHITE GeForce RTX 5080 (16GB),16,360,3412.98
ASUS ROG Astral  RTX5090-32G-WHITE GeForce RTX 5090 (32GB),32,650,3412.98
ASUS ROG GeForce RTX 3070 V2 OC Edition GeForce RTX 3070,8,220,834.81
ASUS ROG GeForce RTX 3080 OC Edition GeForce RTX 3080 (12GB),12,320,834.81
ASUS ROG GeForce RTX 4090 OC Edition 24GB GeForce RTX 4090,24,450,834.81
ASUS ROG Matrix  RTX4090-P24G-GAMING GeForce RTX 4090,24,450,429.99
ASUS ROG Matrix GTX 780 Ti Platinum GeForce GTX 780 Ti,3,250,3412.98
Asus ROG POSEIDON GTX 1080TI P11G GAMING GeForce GTX 1080 Ti,11,250,429.99
Asus ROG STRIX GTX 1050TI 4G GAMING GeForce GTX 1050 Ti,4,75,429.99
Asus ROG STRIX GTX 1050TI O4G GAMING GeForce GTX 1050 Ti,4,75,429.99
Asus ROG STRIX GTX 1060 6G GAMING GeForce GTX 1060 (6GB),6,120,429.99
Asus ROG STRIX GTX 1060 O6G GAMING GeForce GTX 1060 (6GB),6,120,429.99
Asus ROG STRIX GTX 1070 8G GAMING GeForce GTX 1070,8,150,429.99
Asus ROG STRIX GTX 1070TI 8G GAMING GeForce GTX 1070 Ti,8,180,429.99
Asus ROG STRIX GTX 1080 8G GAMING GeForce GTX 1080,8,180,429.99
Asus ROG STRIX GTX 1080 A8G 11GBPS GeForce GTX 1080,8,180,429.99
Asus ROG STRIX GTX 1080 A8G GAMING GeForce GTX 1080,8,180,429.99
Asus ROG STRIX GTX 1080TI 11G GAMING GeForce GTX 1080 Ti,11,250,429.99
Asus ROG STRIX GTX 1080TI O11G GAMING GeForce GTX 1080 Ti,11,250,995.0
Asus ROG STRIX RX 560 O4G EVO GAMING Radeon RX 560,4,90,429.99
Asus ROG STRIX RX 580 8G GAMING Radeon RX 580 (8GB),8,185,429.99
ASUS ROG STRIX-LC-RTX4090-24G-GAMING GeForce RTX 4090,24,450,429.99
ASUS ROG STRIX-RTX3080-12G-GAMING GeForce RTX 3080 (12GB),12,320,429.99
ASUS ROG STRIX-RTX4060-8G-GAMING GeForce RTX 4060 (8GB),8,115,429.99
ASUS ROG STRIX-RTX4070-12G-GAMING GeForce RTX 4070,12,220,429.99
ASUS ROG STRIX-RTX4070-O12G-GAMING GeForce RTX 4070,12,220,429.99
ASUS ROG STRIX-RTX4070S-12G-GAMING GeForce RTX 4070 Super (12GB),12,220,429.99
ASUS ROG STRIX-RTX4070S-O12G-GAMING GeForce RTX 4070 Super (12GB),12,220,429.99
ASUS ROG STRIX-RTX4070TI-12G-GAMING GeForce RTX 4070 Ti,12,285,429.99
ASUS ROG STRIX-RTX4070TI-O12G-GAMING GeForce RTX 4070 Ti,12,285,429.99
ASUS ROG STRIX-RTX4070TIS-16G-GAMING GeForce RTX 4070 Ti Super (16GB),16,285,429.99
ASUS ROG STRIX-RTX4080-16G-GAMING GeForce RTX 4080,16,320,429.99
ASUS ROG STRIX-RTX4080-16G-WHITE GeForce RTX 4080,16,320,379.0
ASUS ROG STRIX-RTX4080-16G-WHITE graphics card GeForce RTX 4080,16,320,429.99
ASUS ROG STRIX-RTX4080-O16G-WHITE GeForce RTX 4080,16,320,379.0
ASUS ROG STRIX-RTX4080S-O16G-GAMING GeForce RTX 4080 Super (16GB),16,340,429.99
ASUS ROG STRIX-RTX4090-24G-GAMING GeForce RTX 4090,24,450,429.99
ASUS ROG STRIX-RTX4090-24G-WHITE GeForce RTX 4090,24,450,249.0
ASUS ROG STRIX-RTX4090-24G-WHITE graphics card GeForce RTX 4090,24,450,429.99
ASUS ROG STRIX-RTX4090-O24G-BTF-GAMING GeForce RTX 4090,24,450,3499.99
ASUS ROG STRIX-RTX4090-O24G-EVA-02-EDITION GeForce RTX 4090,24,450,249.0
ASUS ROG STRIX-RTX4090-O24G-GAMING GeForce RTX 4090,24,450,429.99
ASUS ROG STRIX-RTX4090-O24G-WHITE GeForce RTX 4090,24,450,379.0
ASUS ROG STRIX-RX6650XT-O8G-GAMING Radeon RX 6650 XT,8,180,429.99
ASUS ROG STRIX-RX6650XT-O8G-V2-GAMING Radeon RX 6650 XT,8,180,995.0
ASUS ROG-ASTRAL-RTX5090-O32G-WHITE GeForce RTX 5090 (32GB),32,650,3412.98
ASUS RTX 3070 Dual OC GeForce RTX 3070,8,220,998.0
ASUS RTX 3070 TUF GeForce RTX 3070,8,220,457.22
ASUS RTX4080-O16G-NOCTUA GeForce RTX 4080,16,320,998.0
Asus RX 550 2G Radeon RX 550,2,50,255.0
Asus RX 560 4G Radeon RX 560,4,90,452.21
Asus RX 560 O2G Radeon RX 560,2,90,379.0
Asus RX 560 O4G Radeon RX 560,4,90,379.0
ASUS RX7900XT-20G Radeon RX 7900 XT,20,315,255.0
ASUS RX7900XTX-24G Radeon RX 7900 XTX,24,355,255.0
Asus Strix Geforce GTX 960 GeForce GTX 960,2,150,659.0
Asus Strix Geforce GTX 980 GeForce GTX 980,4,300,659.0
Asus Strix R9 380X Radeon R9 380X,4,227,249.0
Asus Strix R9 390X Radeon R9 390X,8,300,249.0
Asus Strix RX 470 Radeon RX 470,4,120,379.0
ASUS T400 T400,4,30,NULL
ASUS TUF Gaming GeForce GTX 1660 Ti Evo Top Edition GeForce GTX 1660 Ti (6GB),6,120,457.22
ASUS TUF Gaming TUF-GTX1630-4G-GAMING GeForce GTX 1630,4,75,457.22
ASUS TUF Gaming TUF-GTX1630-O4G-GAMING GeForce GTX 1630,4,75,457.22
ASUS TUF Gaming TUF-GTX1650-4GD6-P-V2-GAMING GeForce GTX 1650 (4GB),4,75,457.22
ASUS TUF Gaming TUF-GTX1650-O4GD6-P-V2-GAMING GeForce GTX 1650 (4GB),4,75,457.22
ASUS TUF Gaming TUF-RTX3050-O8G-GAMING graphics card GeForce RTX 3050 (8GB),8,130,457.22
ASUS TUF Gaming TUF-RTX3060TI-8GD6X-GAMING GeForce RTX 3060 Ti,8,200,998.0
ASUS TUF Gaming TUF-RTX3070TI-8G-V2-GAMING GeForce RTX 3070 Ti,8,290,998.0
ASUS TUF Gaming TUF-RTX3070TI-O8G-V2-GAMING GeForce RTX 3070 Ti,8,310,998.0
ASUS TUF Gaming TUF-RTX3080-12G-GAMING GeForce RTX 3080 (12GB),12,320,998.0
ASUS TUF Gaming TUF-RTX3090TI-24G-GAMING GeForce RTX 3090 Ti,24,450,998.0
ASUS TUF Gaming TUF-RTX4060TI-8G-GAMING GeForce RTX 4060 Ti (8GB),8,175,998.0
ASUS TUF Gaming TUF-RTX4070-12G-GAMING GeForce RTX 4070,12,220,998.0
ASUS TUF Gaming TUF-RTX4070S-12G-GAMING GeForce RTX 4070 Super (12GB),12,220,998.0
ASUS TUF Gaming TUF-RTX4070TI-12G-GAMING GeForce RTX 4070 Ti,12,285,998.0
ASUS TUF Gaming TUF-RTX4070TI-O12G-GAMING GeForce RTX 4070 Ti,12,285,998.0
ASUS TUF Gaming TUF-RTX4070TI-O12G-WHITE-GAMING GeForce RTX 4070 Ti,12,285,998.0
ASUS TUF Gaming TUF-RTX4070TIS-16G-GAMING GeForce RTX 4070 Ti Super (16GB),16,285,998.0
ASUS TUF Gaming TUF-RTX4070TIS-O16G-OG-GAMING GeForce RTX 4070 Ti Super (16GB),16,285,998.0
ASUS TUF Gaming TUF-RTX4070TIS-O16G-WHITE-GAMING GeForce RTX 4070 Ti Super (16GB),16,285,998.0
ASUS TUF Gaming TUF-RTX4080-16G-GAMING GeForce RTX 4080,16,320,998.0
ASUS TUF Gaming TUF-RTX4080-O16G-GAMING GeForce RTX 4080,16,320,998.0
ASUS TUF Gaming TUF-RTX4080S-16G-GAMING GeForce RTX 4080 Super (16GB),16,340,998.0
ASUS TUF Gaming TUF-RTX4090-24G-GAMING GeForce RTX 4090,24,450,998.0
ASUS TUF Gaming TUF-RTX4090-24G-GAMING graphics card GeForce RTX 4090,24,450,457.22
ASUS TUF Gaming TUF-RTX4090-24G-OG-GAMING GeForce RTX 4090,24,450,998.0
ASUS TUF Gaming TUF-RTX4090-O24G-GAMING GeForce RTX 4090,24,450,998.0
ASUS TUF Gaming TUF-RTX5060-8G-GAMING GeForce RTX 5060 (8GB),8,145,998.0
ASUS TUF Gaming TUF-RTX5060-O8G-GAMING GeForce RTX 5060 (8GB),8,145,998.0
ASUS TUF Gaming TUF-RTX5060TI-8G-GAMING GeForce RTX 5060 Ti (8GB),8,180,998.0
ASUS TUF Gaming TUF-RTX5060TI-O8G-GAMING GeForce RTX 5060 Ti (8GB),8,180,998.0
ASUS TUF GTX1660TI O6G EVO GAMING GeForce GTX 1660 Ti (6GB),6,130,457.22
ASUS TUF-RTX5070TI-O16G-BTF-WHITE GeForce RTX 5070 Ti (16GB),16,300,998.0
Asus TURBO GTX 1060 6G GeForce GTX 1060 (6GB),6,120,395.0
Asus TURBO GTX 1070 8G GeForce GTX 1070,8,150,395.0
Asus TURBO GTX 1070TI 8G GeForce GTX 1070 Ti,8,180,499.99
Asus TURBO GTX 1080 8G GeForce GTX 1080,8,180,395.0
Asus TURBO GTX 1080TI 11G GeForce GTX 1080 Ti,11,250,1069.95
ASUS Turbo RTX4070-12G GeForce RTX 4070,12,220,479.0
Club 3D GeForce GTS 450 GeForce GTS 450,1,106,NULL
Club 3D R9 280 royalKing Radeon R9 280,3,250,NULL
Club 3D R9 285 royalQueen Radeon R9 285,2,190,NULL
DELL 32KF3 Radeon Pro WX 3200,4,50,158.02
DELL N9DKR Radeon PRO W6800,32,250,158.02
DELL NVIDIA A2000 RTX A2000,12,70,NULL
EVGA GeForce GT 1030 SC GeForce GT 1030,2,30,151.4
EVGA GeForce GTX 1050 FTW Gaming ACX 3.0 GeForce GTX 1050,2,75,735.0
EVGA GeForce GTX 1050 Gaming GeForce GTX 1050,2,75,735.0
EVGA GeForce GTX 1050 SC Gaming GeForce GTX 1050,2,75,735.0
EVGA GeForce GTX 1050 SSC Gaming ACX 3.0 GeForce GTX 1050,2,75,735.0
EVGA GeForce GTX 1050 Ti FTW Gaming GeForce GTX 1050 Ti,4,75,735.0
EVGA GeForce GTX 1050 Ti Gaming ACX 2.0 GeForce GTX 1050 Ti,4,75,735.0
EVGA GeForce GTX 1050 Ti SC Gaming ACX 2.0 GeForce GTX 1050 Ti,4,75,735.0
EVGA GeForce GTX 1050 Ti SSC Gaming ACX 3.0 GeForce GTX 1050 Ti,4,75,735.0
EVGA GeForce GTX 1060 GeForce GTX 1060 (6GB),6,120,375.01
EVGA GeForce GTX 1060 FTW Gaming GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0 GeForce GTX 1060 (3GB),3,120,735.0
EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0 GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 FTW2+ Gaming GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 Gaming GeForce GTX 1060 (3GB),3,120,735.0
EVGA GeForce GTX 1060 Gaming GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 Gaming ACX 2.0 GeForce GTX 1060 (3GB),3,120,735.0
EVGA GeForce GTX 1060 Gaming ACX 3.0 GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 SC Gaming GeForce GTX 1060 (3GB),3,120,735.0
EVGA GeForce GTX 1060 SC Gaming GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 SSC DT Gaming ACX 3.0 GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1060 SSC Gaming ACX 3.0 GeForce GTX 1060 (3GB),3,120,735.0
EVGA GeForce GTX 1060 SSC Gaming ACX 3.0 GeForce GTX 1060 (6GB),6,120,735.0
EVGA GeForce GTX 1070 Founders Edition GeForce GTX 1070,8,150,NULL
EVGA GeForce GTX 1070 FTW Gaming ACX 3.0 GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 FTW Hybrid Gaming GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 FTW2 Gaming iCX GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 Gaming ACX 3.0 GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 Hybrid Gaming GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 SC 2 Gaming iCX GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 SC Gaming ACX 3.0 GeForce GTX 1070,8,150,735.0
EVGA GeForce GTX 1070 SC Gaming ACX 3.0 Black Edition GeForce GTX 1070,8,150,525.0
EVGA GeForce GTX 1070 Ti FTW Ultra Silent GeForce GTX 1070 Ti,8,180,695.77
EVGA GeForce GTX 1070 Ti FTW2 Gaming iCX GeForce GTX 1070 Ti,8,180,735.0
EVGA GeForce GTX 1070 Ti Gaming GeForce GTX 1070 Ti,8,180,735.0
EVGA GeForce GTX 1070 Ti SC Gaming ACX 3.0 Black Edition GeForce GTX 1070 Ti,8,180,525.0
EVGA GeForce GTX 1070 Ti SC Hybrid GeForce GTX 1070 Ti,8,180,717.63
EVGA GeForce GTX 1080 Classified Gaming ACX 3.0 GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 Founders Edition GeForce GTX 1080,8,180,NULL
EVGA GeForce GTX 1080 FTW DT Gaming ACX 3.0 GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 FTW Gaming ACX 3.0 GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 FTW Hybrid Gaming GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 FTW2 Gaming iCX GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 Gaming GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 Hybrid Gaming GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 SC 2 Gaming iCX GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 SC Gaming ACX 3.0 GeForce GTX 1080,8,180,735.0
EVGA GeForce GTX 1080 Ti Founders Edition GeForce GTX 1080 Ti,11,250,NULL
EVGA GeForce GTX 1080 Ti FTW3 12 Gbps Elite GeForce GTX 1080 Ti,11,250,NULL
EVGA GeForce GTX 1080 Ti FTW3 Gaming iCX GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1080 Ti FTW3 Hybrid Gaming GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1080 Ti Gaming GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1080 Ti K|NGP|N Gaming GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1080 Ti SC Black Edition iCX GeForce GTX 1080 Ti,11,250,1117.28
EVGA GeForce GTX 1080 Ti SC2 Gaming iCX GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1080 Ti SC2 Hybrid Gaming iCX GeForce GTX 1080 Ti,11,250,735.0
EVGA GeForce GTX 1650 KO Ultra Gaming GeForce GTX 1650 (4GB),4,75,735.0
EVGA GeForce GTX 1650 SC Ultra Gaming GeForce GTX 1650 (4GB),4,85,735.0
EVGA GeForce GTX 1650 SC Ultra Gaming GDDR6 GeForce GTX 1650 (4GB),4,75,735.0
EVGA GeForce GTX 1650 Super SC Ultra GeForce GTX 1650 Super,4,100,426.95
EVGA GeForce GTX 1660 SC Ultra Gaming GeForce GTX 1660 (6GB),6,120,735.0
EVGA GeForce GTX 1660 Super Black Gaming GeForce GTX 1660 Super,6,125,735.0
EVGA GeForce GTX 1660 Super SC Ultra GeForce GTX 1660 Super,6,125,372.44
EVGA GeForce GTX 1660 Super SC Ultra Black GeForce GTX 1660 Super,6,125,NULL
EVGA GeForce GTX 1660 Ti SC Ultra Gaming GeForce GTX 1660 Ti (6GB),6,120,735.0
EVGA GeForce GTX 1660 Ti XC Black Gaming GeForce GTX 1660 Ti (6GB),6,130,735.0
EVGA GeForce GTX 1660 Ti XC Gaming GeForce GTX 1660 Ti (6GB),6,130,735.0
EVGA GeForce GTX 1660 XC GeForce GTX 1660 (6GB),6,120,395.0
EVGA GeForce GTX 1660 XC Black GeForce GTX 1660 (6GB),6,120,304.33
EVGA GeForce GTX 1660 XC Ultra GeForce GTX 1660 (6GB),6,120,353.14
EVGA GeForce GTX 670 FTW GeForce GTX 670,2,170,NULL
EVGA GeForce GTX 680 GeForce GTX 680,2,195,NULL
EVGA GeForce RTX 2060 KO Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 KO Ultra Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 SC Black Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 SC Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 Super SC Black GeForce RTX 2060 Super,8,175,NULL
EVGA GeForce RTX 2060 Super SC Ultra Gaming GeForce RTX 2060 Super,8,175,735.0
EVGA GeForce RTX 2060 Super XC Gaming GeForce RTX 2060 Super,8,175,735.0
EVGA GeForce RTX 2060 Super XC Ultra Gaming GeForce RTX 2060 Super,8,175,735.0
EVGA GeForce RTX 2060 XC Black Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 XC Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 XC Ultra Black Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2060 XC Ultra Gaming GeForce RTX 2060 (6GB),6,160,735.0
EVGA GeForce RTX 2070 Black Edition GeForce RTX 2070,8,175,673.96
EVGA GeForce RTX 2070 Super Black Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super FTW3 Ultra Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super FTW3 Ultra+ GeForce RTX 2070 Super,8,215,934.19
EVGA GeForce RTX 2070 Super Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super KO Gaming GeForce RTX 2070 Super,8,215,735.0
EVGA GeForce RTX 2070 Super XC Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super XC Hybrid Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super XC Ultra Gaming GeForce RTX 2070 Super,8,260,735.0
EVGA GeForce RTX 2070 Super XC Ultra+ GeForce RTX 2070 Super,8,215,828.99
EVGA GeForce RTX 2070 XC GeForce RTX 2070,8,175,753.26
EVGA GeForce RTX 2070 XC Ultra GeForce RTX 2070,8,175,788.98
EVGA GeForce RTX 2080 Super Black Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super FTW3 Hybrid GeForce RTX 2080 Super,8,250,1144.99
EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super KO Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super XC Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super XC Hybrid Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Super XC Ultra Gaming GeForce RTX 2080 Super,8,250,735.0
EVGA GeForce RTX 2080 Ti GeForce RTX 2080 Ti,11,250,NULL
EVGA GeForce RTX 2080 Ti Black Edition Gaming GeForce RTX 2080 Ti,11,250,735.0
EVGA GeForce RTX 2080 Ti FTW3 Gaming iCX GeForce RTX 2080 Ti,11,250,735.0
EVGA GeForce RTX 2080 Ti FTW3 Hydro Copper iCX GeForce RTX 2080 Ti,11,285,NULL
EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX GeForce RTX 2080 Ti,11,250,735.0
