Name,Size,Bus,Format Type,Price
Gigabyte 480 GB,480 GB,SATA,SATAProtocol,20077.11
Gigabyte 512 GB,512 GB,NVM,NVMProtocol,20077.11
GIGABYTE AG450E2TB-G,2000 GB,NVM,NVMProtocol,20077.11
Gigabyte Aorus 1000 GB,1000 GB,NVM,NVMProtocol,32334.08
Gigabyte Aorus 256 GB,256 GB,NVM,NVMProtocol,8265.4
Gigabyte Aorus 512 GB,512 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen4 5000E,1024 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen4 5000E Solid State Drive 500GB,500 GB,NVM,NVMProtocol,NULL
GIGABYTE AORUS Gen4 7300,2000 GB,NVM,NVMProtocol,8265.4
GIGABYTE AORUS Gen4 7300,1000 GB,NVM,NVMProtocol,8265.4
GIGABYTE AORUS Gen4 7300 Solid State Drive 1TB,1000 GB,NVM,NVMProtocol,NULL
GIGABYTE AORUS Gen4 7300 Solid State Drive 2TB,2000 GB,NVM,NVMProtocol,NULL
GIGABYTE AORUS Gen5 12000,1000 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen5 12000,2000 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen5 14000,1000 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen5 14000,4000 GB,NVM,NVMProtocol,32334.08
GIGABYTE AORUS Gen5 14000 Solid State Drive,2000 GB,NVM,NVMProtocol,32334.08
GIGABYTE Gen3 2500E Solid State Drive 1TB,1000 GB,NVM,NVMProtocol,NULL
GIGABYTE Gen3 2500E Solid State Drive 2TB,2000 GB,NVM,NVMProtocol,NULL
GIGABYTE Gen3 2500E Solid State Drive 500GB,500 GB,NVM,NVMProtocol,NULL
GIGABYTE Gen4 4000E,1000 GB,NVM,NVMProtocol,20077.11
GIGABYTE Gen4 4000E,250 GB,NVM,NVMProtocol,20077.11
GIGABYTE Gen4 4000E,500 GB,NVM,NVMProtocol,20077.11
Gigabyte UD PRO Series 1000 GB,1000 GB,SATA,SATAProtocol,NULL
Gigabyte UD Pro Series 256 GB,256 GB,SATA,SATAProtocol,NULL
Gigabyte UD PRO Series 512 GB,512 GB,SATA,SATAProtocol,NULL
Gigabyte UD PRO Series 512 GB,512 GB,SATA,SATAProtocol,NULL
Goodram CX400 SSDPR-CX400-02T-G2,2048 GB,SATA,SATAProtocol,NULL
Goodram IRDM PRO,1000 GB,NVM,NVMProtocol,NULL
Goodram IRDM PRO M.2 Solid State Drive,2048 GB,NVM,NVMProtocol,NULL
Goodram IRP-SSDPR-P44S-1K0-80,1000 GB,NVM,NVMProtocol,NULL
Goodram IRP-SSDPR-P44S-2K0-80,2000 GB,NVM,NVMProtocol,NULL
Goodram IRP-SSDPR-P44S-4K0-80,4000 GB,NVM,NVMProtocol,NULL
Goodram PX500 Gen.2,256 GB,NVM,NVMProtocol,14159.86
Goodram PX500 Gen.2,1000 GB,NVM,NVMProtocol,14159.86
Goodram PX500 GEN.3 SSDPR-PX500-02T-80-G3,2048 GB,NVM,NVMProtocol,NULL
Goodram PX500 GEN.3 SSDPR-PX500-256-80-G3,256 GB,NVM,NVMProtocol,NULL
Goodram PX500 GEN.3 SSDPR-PX500-512-80-G3,512 GB,NVM,NVMProtocol,NULL
Goodram PX700 Solid State Drive Solid State DrivePR-PX700-01T-80,1024 GB,NVM,NVMProtocol,NULL
Goodram PX700 Solid State Drive Solid State DrivePR-PX700-02T-80,2048 GB,NVM,NVMProtocol,NULL
Goodram SSDPR-PX600-1K0-80,1000 GB,NVM,NVMProtocol,NULL
Goodram SSDPR-PX600-250-80,250 GB,NVM,NVMProtocol,NULL
Goodram SSDPR-PX600-2K0-80,2000 GB,NVM,NVMProtocol,NULL
Goodram SSDPR-PX600-500-80,500 GB,NVM,NVMProtocol,NULL
HP 1TB 2280 PCIe-4x4 Value M.2 Z2 G9 Mini Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
HP 1TB PCIe-4x4 NVMe M.2 Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
HP 1TB PCIe-4x4 NVMe M.2 Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
HP 1TB PCIe-4x4 NVMe Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
HP 256GB 2280 PCIe-4x4 Value M.2 Z2 G9 Mini Solid State Drive,256 GB,NVM,NVMProtocol,NULL
HP 2TB PCIe-4x4 NVMe Solid State Drive,2000 GB,NVM,NVMProtocol,NULL
HP 2TB PCIe-4x4 NVMe TLC M.2 Solid State Drive,2000 GB,NVM,NVMProtocol,NULL
HP 512GB 2280 PCIe-4x4 Value M.2 Z2 G9 Mini Solid State Drive,512 GB,NVM,NVMProtocol,NULL
HP 512GB PCIe-4x4 NVMe M.2 Solid State Drive,512 GB,NVM,NVMProtocol,NULL
HP 512GB PCIe-4x4 NVMe M.2 Solid State Drive,512 GB,NVM,NVMProtocol,NULL
HP S650,480 GB,SATA,SATAProtocol,5159.08
HP S650,960 GB,SATA,SATAProtocol,5159.08
HP S650,1920 GB,SATA,SATAProtocol,5159.08
HP Z Turbo 1TB 2280 PCIe-4x4 TLC M.2 Z2 G9 Mini Kit Solid State Drive,1000 GB,NVM,NVMProtocol,NULL
HP Z Turbo 2TB 2280 PCIe-4x4 TLC M.2 Z2 G9 Mini Kit Solid State Drive,2000 GB,NVM,NVMProtocol,NULL
HP Z Turbo 4TB 2280 PCIe-4x4 TLC M.2 Z2 G9 Mini Solid State Drive Kit,4000 GB,NVM,NVMProtocol,NULL
HP Z Turbo 512GB 2280 PCIe-4x4 SED OPAL2 TLC M.2 Z2 G9 Mini Kit Solid State Drive,512 GB,NVM,NVMProtocol,NULL
HP Z Turbo 512GB 2280 PCIe-4x4 TLC M.2 Z2 G9 Mini Kit Solid State Drive,512 GB,NVM,NVMProtocol,NULL
HyperX Fury Series,120 GB,SATA,SATAProtocol,NULL
HyperX Fury Series,240 GB,SATA,SATAProtocol,NULL
HyperX Fury Series,480 GB,SATA,SATAProtocol,NULL
HyperX Predator Solid State Drive,240 GB,NVM,NVMProtocol,NULL
HyperX Predator Solid State Drive,480 GB,NVM,NVMProtocol,NULL
HyperX Savage Series,120 GB,SATA,SATAProtocol,NULL
HyperX Savage Series,480 GB,SATA,SATAProtocol,NULL
HyperX Savage Series,240 GB,SATA,SATAProtocol,NULL
HyperX Savage Series,960 GB,SATA,SATAProtocol,NULL
Integral 7Z372AA-IN,1024 GB,NVM,NVMProtocol,NULL
Integral AA733502-IN,512 GB,NVM,NVMProtocol,NULL
Integral AA733503-IN,1024 GB,NVM,NVMProtocol,NULL
Integral AB292880-IN,256 GB,NVM,NVMProtocol,NULL
Integral AB292881-IN,512 GB,NVM,NVMProtocol,NULL
Integral AB306341-IN,256 GB,NVM,NVMProtocol,NULL
Integral AB306342-IN,512 GB,NVM,NVMProtocol,NULL
Integral AB306346-IN,1024 GB,NVM,NVMProtocol,NULL
Integral AB673817-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AB674160-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AC049367-IN,500 GB,NVM,NVMProtocol,NULL
Integral AC049368-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AC049369-IN,2000 GB,NVM,NVMProtocol,NULL
Integral AC049370-IN,4000 GB,NVM,NVMProtocol,NULL
Integral AC280179-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AC283997-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AD061580-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AD088470-IN,1000 GB,NVM,NVMProtocol,NULL
Integral AD107663-IN,2000 GB,NVM,NVMProtocol,NULL
Integral CSSD-F1000GBMP600MN-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CSSD-F1000GBMP600PLP-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CSSD-F2000GBMP600PLP-IN,2000 GB,NVM,NVMProtocol,NULL
Integral CSSD-F4000GBMP600PLP-IN,4000 GB,NVM,NVMProtocol,NULL
Integral CT1000BX500SSD1T-IN,1024 GB,SATA,SATAProtocol,NULL
Integral CT1000P2SSD8-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CT1000P3PSSD8-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CT1000P3SSD8-IN,1024 GB,NVM,NVMProtocol,NULL
Integral CT1000P5PSSD5-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CT1000T705SSD5-IN,1000 GB,NVM,NVMProtocol,NULL
Integral CT2000BX500SSD1-IN,2000 GB,SATA,SATAProtocol,NULL
Integral CT2000BX500SSD1T-IN,2000 GB,SATA,SATAProtocol,NULL
Integral CT2000MX500SSD1-IN,2000 GB,SATA,SATAProtocol,NULL
Integral CT2000MX500SSD1T-IN,2000 GB,SATA,SATAProtocol,NULL
Integral CT2000P3PSSD8-IN,2000 GB,NVM,NVMProtocol,NULL
Integral CT2000P3SSD8-IN,2000 GB,NVM,NVMProtocol,NULL
Integral CT2000T705SSD5-IN,2000 GB,NVM,NVMProtocol,NULL
Integral CT240BX500SSD1-IN,240 GB,SATA,SATAProtocol,NULL
Integral CT240BX500SSD1T-IN,240 GB,SATA,SATAProtocol,NULL
Integral CT250MX500SSD1-IN,250 GB,SATA,SATAProtocol,NULL
Integral CT250MX500SSD1T-IN,250 GB,SATA,SATAProtocol,NULL
Integral CT250P2SSD8-IN,250 GB,NVM,NVMProtocol,NULL
Integral CT4000BX500SSD1-IN,4000 GB,SATA,SATAProtocol,NULL
Integral CT4000MX500SSD1-IN,4000 GB,SATA,SATAProtocol,NULL
Integral CT4000P3PSSD8-IN,4000 GB,NVM,NVMProtocol,NULL
Integral CT500BX500SSD1-IN,500 GB,SATA,SATAProtocol,NULL
Integral CT500MX500SSD1-IN,500 GB,SATA,SATAProtocol,NULL
Integral CT500MX500SSD1T-IN,500 GB,SATA,SATAProtocol,NULL
Integral CT500P2SSD8-IN,500 GB,NVM,NVMProtocol,NULL
Integral CT500P3PSSD8-IN,500 GB,NVM,NVMProtocol,NULL
Integral CT500P3SSD8-IN,500 GB,NVM,NVMProtocol,NULL
Integral D480GAA-N500-IN,480 GB,SATA,SATAProtocol,NULL
Integral FA100-256GB-IN,256 GB,NVM,NVMProtocol,NULL
Integral FA200-1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral GM21TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral GM2500G-IN,500 GB,NVM,NVMProtocol,NULL
Integral GP-GM301TB-G-IN,1000 GB,NVM,NVMProtocol,NULL
Integral GP-GM30512G-G-IN,512 GB,NVM,NVMProtocol,NULL
Integral GP-GSTFS30256GTTD-IN,256 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS30512GTTD-IN,512 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS31100TNTD-IN,1024 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS31240GNTD / -V-IN,240 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS31256GTND-IN,256 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS31512GNTD-V-IN,512 GB,SATA,SATAProtocol,NULL
Integral GP-GSTFS31960GNTD-V-IN,960 GB,SATA,SATAProtocol,NULL
Integral GP-UDPRO1T-IN,1024 GB,SATA,SATAProtocol,NULL
Integral GP-UDPRO256G-IN,256 GB,SATA,SATAProtocol,NULL
Integral GP-UDPRO512G-IN,512 GB,SATA,SATAProtocol,NULL
Integral GSSD2000G-IN,2000 GB,SATA,SATAProtocol,NULL
Integral INSSD1TM2230G3,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2230G4,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2242G3,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2280G4AP1XHS,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2280G4AP2X,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2280G5EDGEHSX,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM2280GEN4AP1XHS,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM280NM3PX,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM280NM3X,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TM280NM4X,1000 GB,NVM,NVMProtocol,NULL
Integral INSSD1TS625V2PX,1000 GB,SATA,SATAProtocol,NULL
Integral INSSD240GS625V2P,240 GB,SATA,SATAProtocol,NULL
Integral INSSD250GS625V2P,250 GB,SATA,SATAProtocol,NULL
Integral INSSD256GM2230G3,256 GB,NVM,NVMProtocol,NULL
Integral INSSD256GM2242G3,256 GB,NVM,NVMProtocol,NULL
Integral INSSD256GS625V2P,256 GB,SATA,SATAProtocol,NULL
Integral INSSD2TM2230G4,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TM2242G3,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TM2280G4AP1XHS,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TM2280G4AP2X,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TM2280G5EDGEHSX,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TM280NM3PX,2000 GB,NVM,NVMProtocol,NULL
Integral INSSD2TS625V2X,2000 GB,SATA,SATAProtocol,NULL
Integral INSSD480GS625V2-4PCK,480 GB,SATA,SATAProtocol,NULL
Integral INSSD480GS625V2P,480 GB,SATA,SATAProtocol,NULL
Integral INSSD4TM2280G4AP1XHS,4000 GB,NVM,NVMProtocol,NULL
Integral INSSD4TM2280G4AP2X,4000 GB,NVM,NVMProtocol,NULL
Integral INSSD4TM2280GEN4AP1X,4000 GB,NVM,NVMProtocol,NULL
Integral INSSD4TS625V2X,4000 GB,SATA,SATAProtocol,NULL
Integral INSSD500GM2280GEN4AP1X,500 GB,NVM,NVMProtocol,NULL
Integral INSSD500GM2280GEN4AP1XHS,500 GB,NVM,NVMProtocol,NULL
Integral INSSD500GM280NM3P,500 GB,NVM,NVMProtocol,NULL
Integral INSSD500GS625V2-4PCK,500 GB,SATA,SATAProtocol,NULL
Integral INSSD500GS625V2P,500 GB,SATA,SATAProtocol,NULL
Integral INSSD512GM2230G3,512 GB,NVM,NVMProtocol,NULL
Integral INSSD512GM2242G3,512 GB,NVM,NVMProtocol,NULL
Integral INSSD512GS625V2P,512 GB,SATA,SATAProtocol,NULL
Integral K01TBSSDS3-N61-IN,1024 GB,SATA,SATAProtocol,NULL
Integral K256GSSDS3-N40-IN,256 GB,SATA,SATAProtocol,NULL
Integral K256GSSDS3-N61-IN,256 GB,SATA,SATAProtocol,NULL
Integral K480GSSDS3-N40-IN,480 GB,SATA,SATAProtocol,NULL
Integral K480GSSDS3-N51-IN,480 GB,SATA,SATAProtocol,NULL
Integral K512GSSDS3-N40-IN,512 GB,SATA,SATAProtocol,NULL
Integral K512GSSDS3-N61-IN,512 GB,SATA,SATAProtocol,NULL
Integral K960GSSDS3-N51-IN,960 GB,SATA,SATAProtocol,NULL
Integral KBG50ZNS1T02-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LNM1090002T- RNANU-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNM710X001T-RNNNU-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LNM710X002T-RNNNU-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNM790X001T-RN9NG-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LNM790X001T-RN9NU-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LNM790X002T-RN9NG-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNM790X002T-RN9NU-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNM790X002T-RNNNU-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNM790X004T-RN9NG-IN,4000 GB,NVM,NVMProtocol,NULL
Integral LNM790X004T-RN9NU-IN,4000 GB,NVM,NVMProtocol,NULL
Integral LNM800P001T-RN8NG-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LNM800P002T-RN8NG-IN,2000 GB,NVM,NVMProtocol,NULL
Integral LNQ100X480G-RNNNU-IN,480 GB,SATA,SATAProtocol,NULL
Integral LNQ100X960G-RNNNU-IN,960 GB,SATA,SATAProtocol,NULL
Integral LNS100-128RBNA-IN,120 GB,SATA,SATAProtocol,NULL
Integral LNS100-1TRBNA-IN,1024 GB,SATA,SATAProtocol,NULL
Integral LNS100-256RBNA-IN,256 GB,SATA,SATAProtocol,NULL
Integral LNS100-2TRBNA-IN,2000 GB,SATA,SATAProtocol,NULL
Integral LNS100-512RBNA-IN,512 GB,SATA,SATAProtocol,NULL
Integral LSE10Z001TG8-IN,1000 GB,NVM,NVMProtocol,NULL
Integral LSE10Z002TG8-IN,2000 GB,NVM,NVMProtocol,NULL
Integral MTFDKBK1T0QFM-1BD1AABYYR-IN,1000 GB,NVM,NVMProtocol,NULL
Integral MTFDKBK2T0QFM-1BD1AABYYR-IN,2000 GB,NVM,NVMProtocol,NULL
Integral MZ-77E1T0-IN,1024 GB,SATA,SATAProtocol,NULL
Integral MZ-77E250-IN,256 GB,SATA,SATAProtocol,NULL
Integral MZ-77E2T0-IN,2000 GB,SATA,SATAProtocol,NULL
Integral MZ-77E4T0-IN,4000 GB,SATA,SATAProtocol,NULL
Integral MZ-77E500-IN,512 GB,SATA,SATAProtocol,2625.12
Integral NT01N535S-480G-S3X-IN,480 GB,SATA,SATAProtocol,NULL
Integral NT01N535S-960G-S3X-IN,960 GB,SATA,SATAProtocol,NULL
Integral NT01N600S-001T-S3X-IN,1024 GB,SATA,SATAProtocol,NULL
Integral NT01N600S-002T-S3X-IN,2000 GB,SATA,SATAProtocol,NULL
Integral NT01N600S-004T-S3X-IN,4000 GB,SATA,SATAProtocol,NULL
Integral NT01N600S-256G-S3X-IN,256 GB,SATA,SATAProtocol,NULL
Integral NT01N600S-512G-S3X-IN,512 GB,SATA,SATAProtocol,NULL
Integral NT01NV7000Q-2T0-E4X-IN,2000 GB,NVM,NVMProtocol,NULL
Integral NT01SA500-120-S3X-IN,120 GB,SATA,SATAProtocol,NULL
Integral NT01SA500-1T0-S3X-IN,1000 GB,SATA,SATAProtocol,NULL
Integral NT01SA500-256-S3X-IN,256 GB,SATA,SATAProtocol,NULL
Integral NT01SA500-480-S3X-IN,480 GB,SATA,SATAProtocol,NULL
Integral NT01SA500-512-S3X-IN,512 GB,SATA,SATAProtocol,NULL
Integral NT01SA500-960-S3X-IN,960 GB,SATA,SATAProtocol,NULL
Integral OA1203-PHDS-IN,120 GB,SATA,SATAProtocol,NULL
Integral OA1203-PHES-IN,240 GB,SATA,SATAProtocol,NULL
Integral OA1203-PHFS-IN,480 GB,SATA,SATAProtocol,NULL
Integral OA1203-PHGS-IN,960 GB,SATA,SATAProtocol,NULL
Integral OA1217-PHDS-IN,500 GB,NVM,NVMProtocol,NULL
Integral OA1217-PHES-IN,1024 GB,NVM,NVMProtocol,NULL
Integral OA1217-PHFS-IN,2000 GB,NVM,NVMProtocol,NULL
Integral OA1218-PHDS-IN,500 GB,NVM,NVMProtocol,NULL
Integral OA1219-PHES-IN,1000 GB,NVM,NVMProtocol,NULL
Integral OA1219-PHFS-IN,2000 GB,NVM,NVMProtocol,NULL
Integral OA1269-PHCS-IN,256 GB,NVM,NVMProtocol,NULL
Integral OTLC1203DSATA/2.5-IN,120 GB,SATA,SATAProtocol,NULL
Integral OTLC1TB3DSATA/2.5-IN,1000 GB,SATA,SATAProtocol,NULL
Integral OTLC2403DSATA/2.5-IN,240 GB,SATA,SATAProtocol,NULL
Integral OTLC2503DSATA/2.5-IN,250 GB,SATA,SATAProtocol,NULL
Integral OTLC2563DSATA/2.5-IN,256 GB,SATA,SATAProtocol,NULL
Integral OTLC2TB3DSATA/2.5-IN,2000 GB,SATA,SATAProtocol,NULL
Integral OTLC5003DSATA/2.5-IN,500 GB,SATA,SATAProtocol,NULL
Integral OTLC5123DSATA/2.5-IN,512 GB,SATA,SATAProtocol,NULL
Integral RE100-25-1TB-IN,1024 GB,SATA,SATAProtocol,NULL
Integral RE100-25-256GB-IN,256 GB,SATA,SATAProtocol,NULL
Integral RE100-25-2TB-IN,2000 GB,SATA,SATAProtocol,NULL
Integral RE100-25-4TB-IN,4000 GB,SATA,SATAProtocol,NULL
Integral RE100-25-512GB-IN,512 GB,SATA,SATAProtocol,NULL
Integral S101 1TB-IN,1024 GB,SATA,SATAProtocol,NULL
Integral S101 256GB-IN,256 GB,SATA,SATAProtocol,NULL
Integral S101 4TB-IN,4000 GB,SATA,SATAProtocol,NULL
Integral S101 512GB-IN,512 GB,SATA,SATAProtocol,NULL
Integral S102 1TB-IN,1024 GB,SATA,SATAProtocol,NULL
Integral S102 256GB-IN,256 GB,SATA,SATAProtocol,NULL
Integral S102 500GB-IN,512 GB,SATA,SATAProtocol,NULL
Integral SA100-480GB-IN,480 GB,SATA,SATAProtocol,NULL
Integral SA100-960GB-IN,960 GB,SATA,SATAProtocol,NULL
Integral SA400S37/120G-IN,120 GB,SATA,SATAProtocol,NULL
Integral SA400S37/240G-IN,240 GB,SATA,SATAProtocol,NULL
Integral SA400S37/480G-IN,480 GB,SATA,SATAProtocol,NULL
Integral SA400S37/960G-IN,960 GB,SATA,SATAProtocol,NULL
Integral SB-1342-1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SB-1342-2TB-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SB-1342-512-IN,512 GB,NVM,NVMProtocol,NULL
Integral SB-2130-1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SB-213Q-2TB-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SDBPMPZ-1T00-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SDBPMPZ-256G-IN,256 GB,NVM,NVMProtocol,NULL
Integral SDBPMPZ-512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SDBPNTY-1TOO-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SDBPNTY-256G-IN,256 GB,NVM,NVMProtocol,NULL
Integral SDBPNTY-512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SDBPTPZ-1T00-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SDBPTPZ-256G-IN,256 GB,NVM,NVMProtocol,NULL
Integral SDBPTPZ-512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SDBQNTY-1TOO-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SDBQNTY-256G-IN,256 GB,NVM,NVMProtocol,NULL
Integral SDBQNTY-512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SDSSDA-1T00-G27-IN,1000 GB,SATA,SATAProtocol,NULL
Integral SDSSDA-240G-G26-IN,240 GB,SATA,SATAProtocol,NULL
Integral SDSSDA-2T00-G26-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SDSSDA-480G-G26-IN,480 GB,SATA,SATAProtocol,NULL
Integral SDSSDH3-1T00-G26-IN,1024 GB,SATA,SATAProtocol,NULL
Integral SDSSDH3-2T00-G25-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SDSSDH3-2T00-G26-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SDSSDH3-4T00-G26-IN,4000 GB,SATA,SATAProtocol,NULL
Integral SDSSDH3-500G-G26-IN,500 GB,SATA,SATAProtocol,NULL
Integral SFYRS/1000G-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SKC3000D/2048G-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SKC3000D/4096G-IN,4000 GB,NVM,NVMProtocol,NULL
Integral SM470N1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNP112233P/1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNP112233P/256G-IN,256 GB,NVM,NVMProtocol,NULL
Integral SNP112233P/512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SNP112285P/1TB-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SNP112P/1TB-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SNP112P/512G-IN,512 GB,NVM,NVMProtocol,NULL
Integral SNP223G42/1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNP223G42/2TB-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SNP223G43/1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNP228G44/1TB-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNP228G44/2TB-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SNP228G44/4TB-IN,4000 GB,NVM,NVMProtocol,NULL
Integral SNP228G44/512G-IN,500 GB,NVM,NVMProtocol,NULL
Integral SNVS/1000G-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SNVS/250G-IN,250 GB,NVM,NVMProtocol,NULL
Integral SNVS/500G-IN,500 GB,NVM,NVMProtocol,NULL
Integral SP001TBP34A80M28-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SP001TBP54XS8005-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SP001TBP54XS8A05-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SP001TBSS3A55S25-IN,1000 GB,SATA,SATAProtocol,NULL
Integral SP001TBSS3A56A25-IN,1000 GB,SATA,SATAProtocol,NULL
Integral SP001TBSS3A58A25-IN,1000 GB,SATA,SATAProtocol,NULL
Integral SP002TBP34A80M28-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP002TBP54XS8005-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP002TBP54XS8A05-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP002TBSS3A55S25-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SP002TBSS3A56A25-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SP002TBSS3A58A25-IN,2000 GB,SATA,SATAProtocol,NULL
Integral SP01KGBP34UD8005-IN,1024 GB,NVM,NVMProtocol,NULL
Integral SP01KGBP44UD9005-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SP01KGBP44UD9007-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SP01KGBP44XS7005-IN,1000 GB,NVM,NVMProtocol,NULL
Integral SP02KGBP34UD7005-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP02KGBP34UD8005-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP02KGBP44UD9007-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP02KGBP44US7005-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP02KGBP44XS7005-IN,2000 GB,NVM,NVMProtocol,NULL
Integral SP04KGBP44XS7005-IN,4000 GB,NVM,NVMProtocol,NULL
Integral SP120GBSS3S56B25-IN,120 GB,SATA,SATAProtocol,NULL
Integral SP128GBP34A60M28-IN,128 GB,NVM,NVMProtocol,NULL
Integral SP128GBSS3A55S25-IN,120 GB,SATA,SATAProtocol,NULL
Integral SP128GBSS3A56B25-IN,120 GB,SATA,SATAProtocol,NULL
Integral SP128GBSS3A58A25-IN,120 GB,SATA,SATAProtocol,NULL
Integral SP240GBSS3S56B25-IN,240 GB,SATA,SATAProtocol,NULL
Integral SP256GBSS3A55S25-IN,250 GB,SATA,SATAProtocol,NULL
Integral SP256GBSS3A56B25-IN,250 GB,SATA,SATAProtocol,NULL
Integral SP256GBSS3A58A25-IN,250 GB,SATA,SATAProtocol,NULL
Integral SP480GBSS3S56A25-IN,480 GB,SATA,SATAProtocol,NULL
Integral SP500GBP34UD8005-IN,500 GB,NVM,NVMProtocol,NULL
Integral SP500GBP44UD9005-IN,500 GB,NVM,NVMProtocol,NULL
Integral SP512GBP34A80M28-IN,512 GB,NVM,NVMProtocol,NULL
Integral SP512GBSS3A55S25-IN,512 GB,SATA,SATAProtocol,NULL
